@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Politics,'When Minutes mistakenly aired a photo of the actress Kim Cattrall implying she was the mother of Canadian Prime Minister Justin Trudeau she cheerfully accepted and said she couldn t be more In Minutes gaffe actress Kim Cattrall depicted as Canadian PM s mother'
Social,'Hulk Hogan is asking a Florida jury to slam the website Gawker for publishing a secretly recorded sex tape of the former professional wrestler as an unusual trial weighing a celebrity s privacy rights gets Read more Hulk Hogan takes on Gawker in Florida sex tape trial'
Politics,'The Supreme Court overturned an Alabama judicial ruling that refused to recognize a gay woman s parental rights over three children she adopted with her Read more U S Supreme Court sides with lesbian over parental rights'
Social,'China s fishermen operating in the South China Sea give proof of the country s maritime rights and interests a government official has said referring to ships on the frontlines of China s push to assert its claims in disputed Read more South China Sea fishing activities proof of China s maritime rights official'
Politics,'Democratic presidential candidate Bernie Sanders collected three state victories over the weekend but faces enormous odds in the race against Hillary Clinton as larger state contests loom and he remains dramatically behind his rival in total delegates so Catch up Small wins fuel Sanders s run but big hurdles ahead'
Technology,'Some Macintosh users may find their data held hostage by hackers asking for ransom money after tainted software slipped into their Watch Apple s Mac suffers a hack attack'
Politics,'Russia s Defence Ministry says it is ready to give access to its military bases in Syria for humanitarian aid Read more Russia offers access to its Syria bases to help deliver aid'
Social,'Yisrael Kristal is years and days Auschwitz survivor is world s oldest man'
Social,'Why not create a doll that can dress the way I dress Hijab wearing Barbie becomes Instagram star'
Social,'Former bandmate Carl Palmer said he was deeply saddened Prog rock legend Keith Emerson dies at'
Social,'It burns and then if it covers the pupils of my eye I can t The girl with bleeding eyes and ears'
Social,'Taxi driver s dashcam films thwarted gunpoint'
Politics,'Activists criticised Hillary Clinton for praising Nancy Reagan s legacy on the Clinton makes Aids gaffe over Nancy Reagan'
Social,'The research challenges our conventional Good cholesterol not always good study suggests'
Politics,'The only way to get real reform is to leave says Boris J Boris Johnson UK EU exit win win for us all'
Social,'Emerson Lake Palmer s Facebook page announced the sad Prog rock legend Keith Emerson dies at'
Social,'BBC World News turns News presenter Laura Trevelyan shares her most memorable BBCWorldNews Discover more moments here'
Social,'This weekend on the BBC Travel Show things get a bit wild as Benjamin Zand is caught in a heavy storm at the top of the Alps as he tries snow camping for the first'
Social,'You should fast once a week British geneticist Prof Frances A More here'
Social,'The year old has been missing since J Human remains found probably missing DJ Derek'
Social,'The quake triggered a nuclear bbcgofigure Timeline Photos'
Sports,'Newcastle United sack manager Steve McClaren and appoint Rafael Benitez to take More here'
Social,'It s like Jurassic Park in a Dinosaur museum will happen despite founder s death'
Social,'All day we re marking BBC World News turning Geeta Guru Murthy talks about her most memorable Discover more moments here BBCWorldNews'
Social,'Today s news in News Illustrated Friday March'
